tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
142,15:32.5,17:55.2,3186,Grove St PATH,40.71958612,-74.04311746,3187,Warren St,40.7211236,-74.03805095,42370,Subscriber,1972,1
409,18:07.6,24:57.1,3187,Warren St,40.7211236,-74.03805095,3276,Marin Light Rail,40.71458404,-74.04281706,38460,Customer,1970,0
150,04:31.3,07:01.8,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,42432,Subscriber,1977,1
170,23:26.7,26:17.3,3640,Journal Square,40.73367,-74.0625,3206,Hilltop,40.7311689,-74.0575736,44316,Customer,1970,0
140,32:13.6,34:34.2,3184,Paulus Hook,40.7141454,-74.0335519,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,38515,Customer,1970,0
377,37:32.7,43:49.9,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,29387,Customer,1970,0
392,37:58.5,44:30.5,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,40440,Customer,1970,0
305,20:09.9,25:15.4,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,43928,Customer,1970,0
272,32:09.4,36:41.5,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42157,Customer,1970,0
247,42:17.6,46:24.6,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,45261,Customer,1970,0
549,12:55.8,22:05.0,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,48739,Customer,1970,0
419,20:27.6,27:26.9,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,39839,Customer,1970,0
339,29:44.7,35:23.7,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,34333,Customer,1970,0
281,31:35.8,36:16.8,3270,Jersey & 6th St,40.72528911,-74.04557168,3202,Newport PATH,40.7272235,-74.0337589,48753,Customer,1970,0
694,35:27.2,47:02.1,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,46538,Subscriber,1980,1
359,55:20.4,01:19.4,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,28551,Customer,1970,0
286,04:31.8,09:18.8,3270,Jersey & 6th St,40.72528911,-74.04557168,3205,JC Medical Center,40.71653978,-74.04963791,42205,Customer,1970,0
189,07:59.3,11:09.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3481,York St,40.71649,-74.04105,44687,Customer,1970,0
209,12:17.7,15:47.2,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,42422,Customer,1970,0
473,22:44.6,30:38.4,3281,Leonard Gordon Park,40.74590997,-74.05727148,3195,Sip Ave,40.7308971,-74.06391263,42527,Subscriber,1991,1
341,47:23.4,53:04.9,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42157,Customer,1970,0
194,51:15.7,54:30.4,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,42527,Customer,1970,0
796,08:09.7,21:26.2,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,45543,Customer,1970,0
467,09:41.9,17:29.3,3202,Newport PATH,40.7272235,-74.0337589,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,45683,Customer,1970,0
613,11:09.3,21:22.8,3279,Dixon Mills,40.72163014,-74.04996783,3268,Lafayette Park,40.71346383,-74.06285852,45967,Customer,1970,0
551,17:10.2,26:21.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,38470,Customer,1970,0
808,21:50.1,35:18.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42206,Subscriber,1977,2
624,26:39.1,37:03.6,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,38930,Subscriber,1979,1
354,27:58.9,33:53.2,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,45138,Customer,1970,0
264,28:17.9,32:42.5,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,44452,Customer,1970,0
662,35:33.2,46:35.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3184,Paulus Hook,40.7141454,-74.0335519,32831,Customer,1970,0
780,36:36.2,49:36.8,3640,Journal Square,40.73367,-74.0625,3210,Pershing Field,40.74267714,-74.05178863,44452,Subscriber,1991,1
519,37:09.8,45:49.4,3640,Journal Square,40.73367,-74.0625,3281,Leonard Gordon Park,40.74590997,-74.05727148,27508,Customer,1970,0
379,40:52.8,47:11.9,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,45138,Customer,1970,0
424,46:16.0,53:20.5,3206,Hilltop,40.7311689,-74.0575736,3202,Newport PATH,40.7272235,-74.0337589,44316,Customer,1970,0
341,46:36.1,52:17.7,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,39772,Customer,1970,0
306,51:38.5,56:44.8,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,48754,Customer,1970,0
250,52:46.5,56:56.6,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,41697,Customer,1970,0
587,57:55.5,07:42.5,3196,Riverview Park,40.7443187,-74.0439909,3269,Brunswick & 6th,40.72601173,-74.05038893,42837,Customer,1970,0
109,58:53.3,00:42.6,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,43206,Subscriber,1996,1
233,03:50.8,07:43.9,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,40308,Subscriber,1960,1
740,09:30.0,21:50.2,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,42485,Subscriber,1983,1
515,11:22.8,19:58.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,40858,Customer,1970,0
612,15:01.7,25:14.1,3191,Union St,40.7182113,-74.0836394,3195,Sip Ave,40.7308971,-74.06391263,42160,Customer,1970,0
380,19:47.3,26:07.9,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,38460,Customer,1970,0
146,23:44.8,26:11.5,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,40858,Customer,1970,0
446,29:12.4,36:39.1,3678,Fairmount Ave,40.72572614,-74.07195926,3640,Journal Square,40.73367,-74.0625,45339,Customer,1970,0
112,32:25.5,34:18.3,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42206,Subscriber,1998,1
801,32:44.8,46:06.2,3269,Brunswick & 6th,40.72601173,-74.05038893,3184,Paulus Hook,40.7141454,-74.0335519,31321,Customer,1970,0
179,34:49.1,37:48.5,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,44721,Customer,1970,0
412,45:56.1,52:48.3,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,49257,Customer,1970,0
362,47:19.6,53:22.3,3681,Grand St,40.71517768,-74.03768331,3202,Newport PATH,40.7272235,-74.0337589,31171,Customer,1970,0
641,50:53.8,01:34.9,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,43206,Customer,1981,2
458,54:44.3,02:22.3,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,46627,Customer,1970,0
450,55:54.4,03:24.5,3640,Journal Square,40.73367,-74.0625,3678,Fairmount Ave,40.72572614,-74.07195926,45339,Customer,1970,0
720,05:08.3,17:08.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3205,JC Medical Center,40.71653978,-74.04963791,39772,Customer,1970,0
389,13:12.6,19:41.9,3201,Dey St,40.737711,-74.066921,3678,Fairmount Ave,40.72572614,-74.07195926,46527,Customer,1970,0
322,20:26.2,25:48.9,3279,Dixon Mills,40.72163014,-74.04996783,3275,Columbus Drive,40.7183552,-74.03891444,43543,Customer,1970,0
1751,21:03.0,50:14.2,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,38460,Subscriber,1987,1
531,24:41.3,33:33.2,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,46529,Customer,1970,0
267,26:09.4,30:36.7,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,46538,Customer,1970,0
340,27:23.2,33:03.4,3206,Hilltop,40.7311689,-74.0575736,3212,Christ Hospital,40.73478582,-74.05044364,30360,Customer,1970,0
316,44:26.8,49:43.2,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,42195,Subscriber,1980,1
464,48:57.2,56:41.9,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,31171,Customer,1970,0
438,50:35.0,57:53.1,3209,Brunswick St,40.7241765,-74.0506564,3276,Marin Light Rail,40.71458404,-74.04281706,44872,Customer,1970,0
315,59:34.9,04:50.6,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,39839,Customer,1970,0
129,04:01.0,06:10.6,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,43997,Customer,1970,0
865,05:13.9,19:39.1,3210,Pershing Field,40.74267714,-74.05178863,3211,Newark Ave,40.72152515,-74.04630454,44452,Customer,1970,0
618,14:46.3,25:04.4,3276,Marin Light Rail,40.71458404,-74.04281706,3483,Montgomery St,40.71942,-74.05099,28583,Subscriber,1987,1
1224,24:22.9,44:47.8,3202,Newport PATH,40.7272235,-74.0337589,3194,McGinley Square,40.72533993,-74.06762213,44316,Customer,1970,0
325,24:28.5,29:53.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,46538,Customer,1970,0
302,27:18.2,32:20.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,39740,Customer,1970,0
855,29:03.9,43:19.3,3678,Fairmount Ave,40.72572614,-74.07195926,3639,Harborside,40.7192517,-74.034234,45138,Customer,1970,0
598,36:39.2,46:37.6,3203,Hamilton Park,40.72759597,-74.04424731,3199,Newport Pkwy,40.7287448,-74.0321082,43206,Customer,1981,2
482,38:56.4,46:58.8,3193,Lincoln Park,40.7246051,-74.07840595,3280,Astor Place,40.7192822,-74.07126188,42575,Subscriber,1960,1
856,42:36.9,56:53.9,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,34048,Subscriber,1981,1
291,44:00.9,48:52.0,3268,Lafayette Park,40.71346383,-74.06285852,3268,Lafayette Park,40.71346383,-74.06285852,45967,Customer,1970,0
513,47:44.9,56:18.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3211,Newark Ave,40.72152515,-74.04630454,42494,Customer,1970,0
321,47:52.8,53:14.1,3275,Columbus Drive,40.7183552,-74.03891444,3199,Newport Pkwy,40.7287448,-74.0321082,48932,Customer,1970,0
308,49:05.6,54:13.8,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,34333,Customer,1970,0
187,50:28.9,53:36.4,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,45713,Customer,1970,0
1099,54:54.7,13:14.3,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3186,Grove St PATH,40.71958612,-74.04311746,39533,Customer,1970,0
957,55:21.1,11:18.5,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3185,City Hall,40.7177325,-74.043845,44737,Customer,1970,0
1480,59:23.1,24:03.7,3209,Brunswick St,40.7241765,-74.0506564,3638,Washington St,40.7242941,-74.0354826,32440,Customer,1970,0
838,01:40.1,15:38.6,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,48932,Customer,1970,0
495,12:08.7,20:24.7,3681,Grand St,40.71517768,-74.03768331,3199,Newport Pkwy,40.7287448,-74.0321082,42230,Customer,1970,0
157,18:14.6,20:51.6,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,40858,Customer,1970,0
359,21:18.1,27:18.1,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,49257,Customer,1970,0
827,23:00.2,36:47.9,3184,Paulus Hook,40.7141454,-74.0335519,3211,Newark Ave,40.72152515,-74.04630454,31321,Customer,1970,0
300,26:15.4,31:16.1,3187,Warren St,40.7211236,-74.03805095,3273,Manila & 1st,40.72165072,-74.04288411,42542,Subscriber,1979,1
624,27:44.2,38:08.5,3195,Sip Ave,40.7308971,-74.06391263,3206,Hilltop,40.7311689,-74.0575736,46627,Subscriber,1991,1
505,29:02.0,37:27.5,3279,Dixon Mills,40.72163014,-74.04996783,3192,Liberty Light Rail,40.7112423,-74.0557013,40093,Subscriber,1996,1
661,37:29.2,48:30.6,3483,Montgomery St,40.71942,-74.05099,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44967,Customer,1970,0
484,38:55.5,47:00.2,3275,Columbus Drive,40.7183552,-74.03891444,3199,Newport Pkwy,40.7287448,-74.0321082,43543,Customer,1970,0
567,39:10.6,48:37.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3681,Grand St,40.71517768,-74.03768331,40697,Customer,1970,0
113,40:32.2,42:26.0,3270,Jersey & 6th St,40.72528911,-74.04557168,3211,Newark Ave,40.72152515,-74.04630454,41620,Subscriber,1985,1
1068,43:45.4,01:34.0,3269,Brunswick & 6th,40.72601173,-74.05038893,3269,Brunswick & 6th,40.72601173,-74.05038893,44703,Customer,1970,0
422,57:49.9,04:52.5,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,45582,Customer,1970,0
376,02:46.4,09:03.2,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,30143,Subscriber,1970,0
260,03:13.5,07:34.3,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,44316,Customer,1970,0
837,03:19.8,17:17.5,3212,Christ Hospital,40.73478582,-74.05044364,3638,Washington St,40.7242941,-74.0354826,28433,Customer,1970,0
452,04:54.7,12:27.5,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,43543,Customer,1970,0
519,05:11.8,13:51.4,3187,Warren St,40.7211236,-74.03805095,3483,Montgomery St,40.71942,-74.05099,43928,Customer,1970,0
601,07:58.9,18:00.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3273,Manila & 1st,40.72165072,-74.04288411,44664,Subscriber,1988,1
604,11:01.8,21:06.1,3212,Christ Hospital,40.73478582,-74.05044364,3273,Manila & 1st,40.72165072,-74.04288411,30360,Customer,1970,0
851,14:59.9,29:11.7,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,41002,Customer,1970,0
1126,15:18.4,34:04.6,3281,Leonard Gordon Park,40.74590997,-74.05727148,3281,Leonard Gordon Park,40.74590997,-74.05727148,42147,Customer,1970,0
148,25:33.3,28:02.1,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,27655,Customer,1970,0
204,28:17.3,31:41.7,3205,JC Medical Center,40.71653978,-74.04963791,3276,Marin Light Rail,40.71458404,-74.04281706,40308,Subscriber,1987,1
212,28:49.8,32:22.7,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,41618,Subscriber,1991,1
2873,29:32.3,17:25.4,3280,Astor Place,40.7192822,-74.07126188,3280,Astor Place,40.7192822,-74.07126188,38674,Customer,1970,0
710,29:59.9,41:50.3,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,43206,Customer,1970,0
499,31:59.3,40:18.8,3276,Marin Light Rail,40.71458404,-74.04281706,3639,Harborside,40.7192517,-74.034234,44872,Customer,1970,0
2953,34:29.5,23:42.6,3281,Leonard Gordon Park,40.74590997,-74.05727148,3195,Sip Ave,40.7308971,-74.06391263,42535,Customer,1970,0
974,35:10.1,51:24.2,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3209,Brunswick St,40.7241765,-74.0506564,44505,Customer,1970,0
574,36:36.9,46:11.0,3199,Newport Pkwy,40.7287448,-74.0321082,3267,Morris Canal,40.71241882,-74.03852552,42230,Customer,1970,0
220,38:18.7,41:59.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3185,City Hall,40.7177325,-74.043845,46946,Customer,1970,0
1758,47:38.9,16:57.0,3694,Jackson Square,40.71113,-74.0789,3272,Jersey & 3rd,40.72333159,-74.04595256,41608,Customer,1970,0
293,50:57.6,55:51.0,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,46935,Customer,1970,0
371,54:36.9,00:47.9,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42575,Customer,1970,0
237,55:13.1,59:10.2,3278,Monmouth and 6th,40.72568548,-74.04879034,3279,Dixon Mills,40.72163014,-74.04996783,42434,Customer,1970,0
555,57:11.7,06:27.4,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,41431,Customer,1970,0
507,59:08.6,07:36.1,3279,Dixon Mills,40.72163014,-74.04996783,3279,Dixon Mills,40.72163014,-74.04996783,44920,Subscriber,1960,1
587,13:14.5,23:02.1,3195,Sip Ave,40.7308971,-74.06391263,3191,Union St,40.7182113,-74.0836394,42160,Customer,1970,0
411,13:32.2,20:23.7,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,45582,Customer,1970,0
260,14:24.9,18:45.3,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.7287448,-74.0321082,28433,Customer,1970,0
940,15:35.1,31:15.7,3639,Harborside,40.7192517,-74.034234,3678,Fairmount Ave,40.72572614,-74.07195926,45138,Customer,1970,0
666,18:45.1,29:51.6,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,30143,Customer,1970,0
652,19:47.7,30:40.5,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,31171,Customer,1970,0
403,24:15.9,30:59.2,3203,Hamilton Park,40.72759597,-74.04424731,3275,Columbus Drive,40.7183552,-74.03891444,34333,Subscriber,1985,1
232,25:04.1,28:56.6,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,40958,Customer,1970,0
1193,31:12.5,51:06.2,3214,Essex Light Rail,40.7127742,-74.0364857,3193,Lincoln Park,40.7246051,-74.07840595,36662,Customer,1970,0
255,32:36.7,36:52.5,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,42370,Subscriber,1968,1
315,37:09.4,42:25.2,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,42575,Customer,1970,0
794,41:36.9,54:51.2,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3681,Grand St,40.71517768,-74.03768331,44710,Customer,1970,0
430,43:41.4,50:51.8,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,45138,Customer,1970,0
551,47:43.9,56:55.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,27708,Customer,1970,0
2113,48:08.5,23:21.9,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,45713,Customer,1970,0
547,48:48.3,57:56.1,3202,Newport PATH,40.7272235,-74.0337589,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,45364,Customer,1970,0
331,49:23.7,54:55.6,3206,Hilltop,40.7311689,-74.0575736,3270,Jersey & 6th St,40.72528911,-74.04557168,45363,Customer,1970,0
910,53:02.4,08:12.5,3481,York St,40.71649,-74.04105,3276,Marin Light Rail,40.71458404,-74.04281706,46541,Customer,1970,0
2451,54:14.9,35:06.0,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,44319,Customer,1970,0
146,55:24.9,57:51.3,3267,Morris Canal,40.71241882,-74.03852552,3481,York St,40.71649,-74.04105,42230,Subscriber,1980,1
342,56:59.2,02:41.7,3280,Astor Place,40.7192822,-74.07126188,3694,Jackson Square,40.71113,-74.0789,45582,Subscriber,1960,1
844,58:55.3,12:59.3,3214,Essex Light Rail,40.7127742,-74.0364857,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,44376,Subscriber,1991,1
881,02:12.0,16:53.2,3184,Paulus Hook,40.7141454,-74.0335519,3278,Monmouth and 6th,40.72568548,-74.04879034,32831,Subscriber,1977,2
537,03:09.6,12:07.1,3214,Essex Light Rail,40.7127742,-74.0364857,3267,Morris Canal,40.71241882,-74.03852552,40440,Subscriber,1956,1
235,05:29.2,09:24.3,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,44731,Customer,1970,0
543,07:09.8,16:12.9,3202,Newport PATH,40.7272235,-74.0337589,3184,Paulus Hook,40.7141454,-74.0335519,40866,Customer,1970,0
326,09:10.5,14:37.1,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,42596,Customer,1970,0
1998,13:46.7,47:04.8,3195,Sip Ave,40.7308971,-74.06391263,3195,Sip Ave,40.7308971,-74.06391263,44316,Customer,1970,0
689,17:26.8,28:55.8,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,42535,Customer,1970,0
699,20:03.0,31:42.5,3694,Jackson Square,40.71113,-74.0789,3194,McGinley Square,40.72533993,-74.06762213,45582,Subscriber,1960,1
860,23:37.2,37:57.9,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3202,Newport PATH,40.7272235,-74.0337589,42157,Customer,1970,0
197,23:51.7,27:09.1,3481,York St,40.71649,-74.04105,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44687,Customer,1970,0
725,27:32.6,39:38.5,3677,Glenwood Ave,40.72755147,-74.07106072,3694,Jackson Square,40.71113,-74.0789,39342,Customer,1970,0
1096,29:00.7,47:17.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3187,Warren St,40.7211236,-74.03805095,39571,Customer,1970,0
189,35:30.4,38:40.3,3639,Harborside,40.7192517,-74.034234,3187,Warren St,40.7211236,-74.03805095,49257,Customer,1970,0
137,38:58.9,41:16.1,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,42117,Customer,1970,0
260,40:56.6,45:17.3,3194,McGinley Square,40.72533993,-74.06762213,3280,Astor Place,40.7192822,-74.07126188,45582,Subscriber,1960,1
520,43:34.3,52:14.4,3205,JC Medical Center,40.71653978,-74.04963791,3187,Warren St,40.7211236,-74.03805095,44684,Customer,1970,0
223,48:19.8,52:03.4,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,44452,Customer,1970,0
718,52:27.3,04:25.4,3220,5 Corners Library,40.73496102,-74.05950308,3210,Pershing Field,40.74267714,-74.05178863,46220,Customer,1970,0
733,52:27.8,04:41.5,3640,Journal Square,40.73367,-74.0625,3210,Pershing Field,40.74267714,-74.05178863,40958,Customer,1970,0
324,55:03.7,00:28.4,3203,Hamilton Park,40.72759597,-74.04424731,3199,Newport Pkwy,40.7287448,-74.0321082,40306,Customer,1970,0
739,55:31.3,07:50.9,3268,Lafayette Park,40.71346383,-74.06285852,3185,City Hall,40.7177325,-74.043845,45967,Subscriber,1994,1
556,00:18.6,09:35.5,3194,McGinley Square,40.72533993,-74.06762213,3225,Baldwin at Montgomery,40.7236589,-74.0641943,44385,Customer,1970,0
425,04:09.0,11:14.0,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,29387,Subscriber,1983,2
306,07:35.3,12:41.5,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,31794,Subscriber,1993,2
